CaseID;Activity;Timestamp;Party_Names;Area_of_Law;EurLex_Link;EurLex_Country;ECLI;Activity_Party;Activity_group;Case_Category
T-717/19;Order (OJ);2025-05-16;Associated British Foods and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0717;;;;Orders;T
T-72/22;Application (OJ);2022-04-08;Interneto žiniasklaidos asociacija and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0072;EN;;;Applications;T
T-72/22;Judgment;2025-05-21;Interneto žiniasklaidos asociacija and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0072;EN;ECLI:EU:T:2025:531;;Judgments;T
T-72/22;Judgment (OJ);2025-06-20;Interneto žiniasklaidos asociacija and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0072;EN;;;Judgments;T
T-726/19;Application (OJ);2019-12-20;LSEGH (Luxembourg) v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0726;;;;Applications;T
T-726/19;Order;2025-03-06;LSEGH (Luxembourg) v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0726;;;;Orders;T
T-726/19;Order (OJ);2025-05-16;LSEGH (Luxembourg) v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0726;;;;Orders;T
T-73/24;Application (OJ);2024-04-05;Purwana v EUIPO (EAST INDIES GIN);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0073;EN;;;Applications;T
T-73/24;Judgment;2025-03-05;Purwana v EUIPO (EAST INDIES GIN);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0073;EN;ECLI:EU:T:2025:208;;Judgments;T
T-73/24;Judgment (Information);2025-03-05;Purwana v EUIPO (EAST INDIES GIN);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0073;EN;ECLI:EU:T:2025:208;;Judgments;T
T-73/24;Judgment (OJ);2025-04-11;Purwana v EUIPO (EAST INDIES GIN);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0073;EN;;;Judgments;T
T-731/17;Application (OJ);2018-01-05;Escribà Serra and Others v CRU;Economic and monetary policy Economic and monetary policy;http://eur-lex.europa.eu/legal-content/en/TXT/PDF/?uri=uriserv%3AOJ.C_.2018.022.01.0048.01.ENG;;;;Applications;T
T-731/17;Order;2025-05-15;Escribà Serra and Others v CRU;Economic and monetary policy Economic and monetary policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62017TO0731;;;;Orders;T
T-731/17;Removal (OJ);2025-08-11;Escribà Serra and Others v CRU;Economic and monetary policy Economic and monetary policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62017TO0731;;;;Removals;T
T-735/17;Application (OJ);2018-01-19;Asociación de Usuarios de Bancos, Cajas y Seguros de España v CRU;Economic and monetary policy Economic and monetary policy;http://eur-lex.europa.eu/legal-content/en/TXT/PDF/?uri=uriserv%3AOJ.C_.2018.042.01.0028.01.ENG;;;;Applications;T
T-735/17;Order (Information);2025-01-22;Asociación de Usuarios de Bancos, Cajas y Seguros de España v CRU;Economic and monetary policy Economic and monetary policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62017TO0735;;ECLI:EU:T:2025:98;;Orders;T
T-735/17;Order;2025-01-22;Asociación de Usuarios de Bancos, Cajas y Seguros de España v CRU;Economic and monetary policy Economic and monetary policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62017TO0735;;ECLI:EU:T:2025:98;;Orders;T
T-735/17;Order (OJ);2025-04-04;Asociación de Usuarios de Bancos, Cajas y Seguros de España v CRU;Economic and monetary policy Economic and monetary policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62017TO0735;;;;Orders;T
T-735/20 RENV;Judgment;2025-07-16;Planistat Europe and Charlot v Commission;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TJ0735(01);;ECLI:EU:T:2025:732;;Judgments;T
T-735/20 RENV;Judgment (OJ);2025-09-08;Planistat Europe and Charlot v Commission;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TJ0735(01);;;;Judgments;T
T-735/22;Application (OJ);2023-01-06;Falqui v Parliament;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TO0735;;;;Applications;T
T-735/22;Order;2025-05-05;Falqui v Parliament;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TO0735;;ECLI:EU:T:2025:477;;Orders;T
T-739/21;Application (OJ);2022-01-28;Eurecna v Commission;European Union public contracts European Union public contracts;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0739(02);;;;Applications;T
T-739/21;Order;2023-02-09;Eurecna v Commission;European Union public contracts European Union public contracts;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0739;;;;Orders;T
T-739/21;Order;2025-07-04;Eurecna v Commission;European Union public contracts European Union public contracts;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0739;;;;Orders;T
T-739/21;Order (OJ);2025-09-08;Eurecna v Commission;European Union public contracts European Union public contracts;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0739(02);;;;Orders;T
T-74/24;Application (OJ);2024-03-22;Seedless Gold International v OCVV - Ángel Teresa Hermanos (Queen);Intellectual, industrial and commercial property - Plant varieties Intellectual, industrial and commercial property - Plant varieties;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0074;;;;Applications;T
T-74/24;Judgment;2025-07-09;Seedless Gold International v OCVV - Ángel Teresa Hermanos (Queen);Intellectual, industrial and commercial property - Plant varieties Intellectual, industrial and commercial property - Plant varieties;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0074;;ECLI:EU:T:2025:699;;Judgments;T
T-74/24;Judgment (OJ);2025-09-08;Seedless Gold International v OCVV - Ángel Teresa Hermanos (Queen);Intellectual, industrial and commercial property - Plant varieties Intellectual, industrial and commercial property - Plant varieties;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0074;;;;Judgments;T
T-74/25;Application (OJ);2025-03-07;TA Towers v EUIPO - Wobben Properties (Construction (matériaux de -);Intellectual, industrial and commercial property - Designs Intellectual, industrial and commercial property - Designs;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025TO0074;;;;Applications;T
T-74/25;Order;2025-08-21;TA Towers v EUIPO - Wobben Properties (Construction (matériaux de -);Intellectual, industrial and commercial property - Designs Intellectual, industrial and commercial property - Designs;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025TO0074;;ECLI:EU:T:2025:806;;Orders;T
T-740/19;Application (OJ);2020-01-10;Laird v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0740;;;;Applications;T
T-740/19;Order;2025-03-06;Laird v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0740;;;;Orders;T
T-740/19;Order (OJ);2025-05-16;Laird v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0740;;;;Orders;T
T-741/19;Application (OJ);2020-01-10;Sedgwick Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0741;;;;Applications;T
T-741/19;Order;2025-03-06;Sedgwick Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0741;;;;Orders;T
T-741/19;Order (OJ);2025-05-16;Sedgwick Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0741;;;;Orders;T
T-742/19;Application (OJ);2020-01-10;Chemring Group and CHG Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0742;;;;Applications;T
T-742/19;Order;2025-03-06;Chemring Group and CHG Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0742;;;;Orders;T
T-742/19;Order (OJ);2025-05-16;Chemring Group and CHG Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0742;;;;Orders;T
T-743/19;Application (OJ);2020-01-10;Howden Group Holdings and HIG Finance v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0743;;;;Applications;T
T-743/19;Order;2025-03-06;Howden Group Holdings and HIG Finance v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0743;;;;Orders;T
T-743/19;Order (OJ);2025-05-16;Howden Group Holdings and HIG Finance v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0743;;;;Orders;T
T-743/21;Application (OJ);2022-01-07;"Ryanair v Commission (TAP II ; aide au sauvetage ; COVID-19)";Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TJ0743;EN;;;Applications;T
T-743/21;Judgment;2025-02-05;"Ryanair v Commission (TAP II ; aide au sauvetage ; COVID-19)";Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TJ0743;EN;ECLI:EU:T:2025:135;;Judgments;T
T-743/21;Judgment (OJ);2025-03-14;"Ryanair v Commission (TAP II ; aide au sauvetage ; COVID-19)";Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TJ0743;EN;;;Judgments;T
T-745/19;Application (OJ);2020-01-10;Spirax-Sarco Engineering and Spirax-Sarco Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0745;;;;Applications;T
T-745/19;Order;2025-03-06;Spirax-Sarco Engineering and Spirax-Sarco Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0745;;;;Orders;T
T-745/19;Order (OJ);2025-05-16;Spirax-Sarco Engineering and Spirax-Sarco Overseas v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0745;;;;Orders;T
T-747/19;Application (OJ);2020-01-10;DS Smith and DS Smith International v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0747;;;;Applications;T
T-747/19;Order;2025-03-06;DS Smith and DS Smith International v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0747;;;;Orders;T
T-747/19;Order (OJ);2025-05-16;DS Smith and DS Smith International v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0747;;;;Orders;T
T-748/19;Application (OJ);2020-01-10;The Vitec Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0748;;;;Applications;T
T-748/19;Order;2025-03-06;The Vitec Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0748;;;;Orders;T
T-748/19;Order (OJ);2025-05-16;The Vitec Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0748;;;;Orders;T
T-748/22;Application (OJ);2023-01-06;Kantor v Council;Common foreign and security policy Common foreign and security policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0748;;;;Applications;T
T-748/22;Judgment;2025-01-15;Kantor v Council;Common foreign and security policy Common foreign and security policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0748;;ECLI:EU:T:2025:6;;Judgments;T
T-748/22;Judgment (Information);2025-01-15;Kantor v Council;Common foreign and security policy Common foreign and security policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0748;;ECLI:EU:T:2025:6;;Judgments;T
T-748/22;Judgment (OJ);2025-02-07;Kantor v Council;Common foreign and security policy Common foreign and security policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TJ0748;;;;Judgments;T
T-749/19;Application (OJ);2020-01-24;John Wood Group and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0749;;;;Applications;T
T-749/19;Order;2025-03-06;John Wood Group and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0749;;;;Orders;T
T-749/19;Order (OJ);2025-05-16;John Wood Group and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0749;;;;Orders;T
T-75/25;Application (OJ);2025-03-07;TA Towers v EUIPO - Wobben Properties (Construction (matériaux de -);Intellectual, industrial and commercial property - Designs Intellectual, industrial and commercial property - Designs;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025TO0075;;;;Applications;T
T-75/25;Order;2025-08-21;TA Towers v EUIPO - Wobben Properties (Construction (matériaux de -);Intellectual, industrial and commercial property - Designs Intellectual, industrial and commercial property - Designs;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025TO0075;;ECLI:EU:T:2025:803;;Orders;T
T-751/19;Application (OJ);2020-01-10;Reckitt Benckiser Investments and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0751;;;;Applications;T
T-751/19;Order;2025-03-06;Reckitt Benckiser Investments and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0751;;;;Orders;T
T-751/19;Order (OJ);2025-05-16;Reckitt Benckiser Investments and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0751;;;;Orders;T
T-751/22;Application (OJ);2023-01-13;Avitabile v Parliament;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TO0751;;;;Applications;T
T-751/22;Order;2025-03-25;Avitabile v Parliament;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TO0751;;ECLI:EU:T:2025:342;;Orders;T
T-751/22;Order (OJ);2025-06-06;Avitabile v Parliament;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62022TO0751;;;;Orders;T
T-752/19;Application (OJ);2020-01-10;Inchcape v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0752;;;;Applications;T
T-752/19;Order;2025-03-06;Inchcape v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0752;;;;Orders;T
T-752/19;Order (OJ);2025-05-16;Inchcape v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0752;;;;Orders;T
T-755/19;Application (OJ);2020-01-10;BBA International Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0755;;;;Applications;T
T-755/19;Order;2025-03-06;BBA International Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0755;;;;Orders;T
T-755/19;Order (OJ);2025-05-16;BBA International Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0755;;;;Orders;T
T-755/21;Application (OJ);2022-01-07;Illumina v Commission;Competition - Concentrations between undertakings Competition - Concentrations between undertakings;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0755;;;;Applications;T
T-755/21;Order;2025-01-13;Illumina v Commission;Competition - Concentrations between undertakings Competition - Concentrations between undertakings;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021TO0755;;;;Orders;T
T-756/19;Application (OJ);2020-01-10;WPP Jubilee and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0756;;;;Applications;T
T-756/19;Order;2025-03-06;WPP Jubilee and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0756;;;;Orders;T
T-756/19;Order (OJ);2025-05-16;WPP Jubilee and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0756;;;;Orders;T
T-76/24;Application (OJ);2024-03-15;Benschop v EUIPO - Seven Bell Group (ALWAYS RUN 4PRESIDENT);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0076;EN;;;Applications;T
T-76/24;Judgment;2025-06-04;Benschop v EUIPO - Seven Bell Group (ALWAYS RUN 4PRESIDENT);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0076;EN;ECLI:EU:T:2025:563;;Judgments;T
T-76/24;Judgment (OJ);2025-07-21;Benschop v EUIPO - Seven Bell Group (ALWAYS RUN 4PRESIDENT);Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024TJ0076;EN;;;Judgments;T
T-760/19;Application (OJ);2020-01-17;Imperial Brands and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0760;;;;Applications;T
T-760/19;Order;2025-03-06;Imperial Brands and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0760;;;;Orders;T
T-760/19;Order (OJ);2025-05-16;Imperial Brands and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0760;;;;Orders;T
T-761/19;Application (OJ);2020-01-17;Willis Europe v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0761;;;;Applications;T
T-761/19;Order;2025-03-06;Willis Europe v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0761;;;;Orders;T
T-761/19;Order (OJ);2025-05-16;Willis Europe v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0761;;;;Orders;T
T-762/19;Application (OJ);2020-01-24;Rio Tinto European Holdings and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0762;;;;Applications;T
T-762/19;Order;2025-03-06;Rio Tinto European Holdings and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0762;;;;Orders;T
T-762/19;Order (OJ);2025-05-16;Rio Tinto European Holdings and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0762;;;;Orders;T
T-764/15 DEP;Order;2025-09-04;Deutsche Lufthansa v Commission;Competition - State aid Competition - State aid Judicial procedure - Special forms of procedure;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62015TO0764(04);;;;Orders;T
T-765/19;Application (OJ);2020-01-24;Genus Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0765;;;;Applications;T
T-765/19;Order;2025-03-06;Genus Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0765;;;;Orders;T
T-765/19;Order (OJ);2025-05-16;Genus Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0765;;;;Orders;T
T-766/19;Application (OJ);2020-01-24;Just Eat Holding v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0766;;;;Applications;T
T-766/19;Order;2025-03-06;Just Eat Holding v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0766;;;;Orders;T
T-766/19;Order (OJ);2025-05-16;Just Eat Holding v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0766;;;;Orders;T
T-767/19;Application (OJ);2020-01-24;Markit Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0767;;;;Applications;T
T-767/19;Order;2025-03-06;Markit Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0767;;;;Orders;T
T-767/19;Order (OJ);2025-05-16;Markit Group v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0767;;;;Orders;T
T-768/19;Application (OJ);2020-01-24;Elementis Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0768;;;;Applications;T
T-768/19;Order;2025-03-06;Elementis Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0768;;;;Orders;T
T-768/19;Order (OJ);2025-05-16;Elementis Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0768;;;;Orders;T
T-769/19;Application (OJ);2020-01-24;Informa and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0769;;;;Applications;T
T-769/19;Order;2025-03-06;Informa and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0769;;;;Orders;T
T-769/19;Order (OJ);2025-05-16;Informa and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0769;;;;Orders;T
T-770/19;Application (OJ);2020-01-24;Merlin UK Finco 1 and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0770;;;;Applications;T
T-770/19;Order;2025-03-06;Merlin UK Finco 1 and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0770;;;;Orders;T
T-770/19;Order (OJ);2025-05-16;Merlin UK Finco 1 and Others v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0770;;;;Orders;T
T-771/20 RENV;Order;2025-09-25;KS and KD v Council and Others;External action External action Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TO0771(01);EN;ECLI:EU:T:2025:923;;Orders;T
T-771/20 RENV;Abstract;2025-09-25;KS and KD v Council and Others;External action External action Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TO0771(01);EN;ECLI:EU:T:2025:923;;Abstracts;T
T-772/19;Application (OJ);2020-01-24;William Grant & Sons Holdings and William Grant & Sons Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0772;;;;Applications;T
T-772/19;Order;2025-03-06;William Grant & Sons Holdings and William Grant & Sons Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0772;;;;Orders;T
T-772/19;Order (OJ);2025-05-16;William Grant & Sons Holdings and William Grant & Sons Investments v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0772;;;;Orders;T
T-772/20 AJ-REV;Order;2025-04-10;KR v Council and Others;Judicial procedure - Special forms of procedure Judicial procedure - Special forms of procedure;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TO0772(01);;;;Orders;T
T-773/20 AJ-REV;Order;2025-04-10;KM v Council and Others;Judicial procedure - Special forms of procedure Judicial procedure - Special forms of procedure;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62020TO0773(01);;;;Orders;T
T-774/19;Application (OJ);2020-01-24;FA Sub 3 v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0774;;;;Applications;T
T-774/19;Order;2025-03-06;FA Sub 3 v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0774;;;;Orders;T
T-774/19;Order (OJ);2025-05-16;FA Sub 3 v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0774;;;;Orders;T
T-775/19;Application (OJ);2020-01-24;Sheldon Holdings and Kingfisher International Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0775;;;;Applications;T
T-775/19;Order;2025-03-06;Sheldon Holdings and Kingfisher International Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0775;;;;Orders;T
T-775/19;Order (OJ);2025-05-16;Sheldon Holdings and Kingfisher International Holdings v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0775;;;;Orders;T
T-778/19;Application (OJ);2020-01-24;RDI Reit v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0778;;;;Applications;T
T-778/19;Order;2025-03-06;RDI Reit v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0778;;;;Orders;T
T-778/19;Order (OJ);2025-05-16;RDI Reit v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62019TO0778;;;;Orders;T
